4201.5,4203.75,4200.75,4200.75
4200.75,4202.5,4197.75,4198
4198,4199.75,4196.25,4198
4197.75,4197.75,4193,4194.5
4194.5,4199.75,4193.5,4198.75
4198.5,4201.75,4198.25,4200.5
4200.5,4202,4198.25,4200
4200,4201.5,4195.5,4197.5
4197.25,4198,4194.75,4196.75
4196.5,4197.75,4195.5,4196.75
4196.75,4199,4195.5,4197.25
4197.25,4198.25,4194.5,4198
4197.75,4198.5,4195.25,4195.5
4195.5,4196,4193.25,4195.25
4195.5,4197,4192.75,4196.5
4196.5,4199,4196.25,4197
4197,4198.25,4195,4197.25
4197.25,4197.75,4193.5,4196.75
4196.5,4196.5,4193.25,4193.5
4193.25,4196,4193.25,4195.25
4195,4195.5,4192,4192.5
4192.5,4192.75,4188.5,4188.5
4188.5,4191.25,4187,4190.75
4191,4193.25,4189.5,4193
4193,4196,4193,4195.75
4195.75,4197.25,4195.25,4196.75
4196.5,4199.25,4196.25,4199
4199,4200.25,4197.25,4197.25
4197.25,4198.5,4196.75,4197.5
4197.25,4200,4197.25,4199
4199,4199.25,4195,4198.5
4198.25,4199.5,4185,4191
4191.5,4191.75,4176.5,4180.5
4180.75,4181.5,4161.5,4163.75
4163.5,4167.25,4160.75,4166.75
4166.5,4167,4159.25,4161
4160.75,4165.5,4155,4163.25
4163,4171.5,4161,4171
4171,4177.25,4170.5,4176.25
4176.25,4177.25,4173,4175.25
4175.25,4201.75,4175.25,4201
4201.5,4206.25,4193.5,4197.75
4197.75,4198.25,4191.75,4192
4191.75,4195,4184,4194.25
4194.25,4195.5,4186.75,4187.5
4187.5,4193.5,4187.25,4191.5
4191.75,4195.75,4187.5,4187.75
4188,4191.25,4184,4189
4189.25,4190.25,4185.5,4188.25
4188.25,4193.5,4186.75,4192
4191.75,4192,4189,4191
4191.25,4191.75,4182,4183.75
4183.5,4187.75,4182.75,4183.75
4184.25,4184.75,4171.25,4171.5
4171.5,4175.5,4170.5,4172.5
4172.75,4173.25,4167.5,4168.75
4169,4171.25,4167.25,4167.5
4167.5,4169.25,4160.5,4161
4161,4163.25,4150.5,4152
4152,4155.75,4150.25,4155.25
4155.25,4156.25,4153,4155
4155,4155.5,4141.25,4141.5
4141.5,4144.5,4136.5,4138.5
4138.25,4146,4138,4145.5
4145.25,4145.75,4140,4142.75
4142.75,4144.5,4140.75,4141.5
4141.25,4145.25,4139,4141
4141,4141.25,4135,4139.75
4139.75,4140.25,4134,4138.75
4138.5,4138.5,4129.5,4132
4132,4132.25,4125.75,4129.5
4129.75,4136.5,4129.75,4133.75
4134,4138,4131.25,4137.25
4137,4137.75,4132.75,4136.25
4136.25,4137,4131.5,4132
4132,4136,4131,4133.5
4133.5,4135.5,4130.25,4135.25
4135.25,4135.5,4129.25,4134.75
4135,4139,4134.75,4137
4137,4140.5,4134.25,4139.25
4139.25,4141,4137,4140.25
4140,4140.5,4134.25,4135.5
4135.5,4139.25,4134.75,4135.25
4134.75,4137,4132.75,4135.5
4135.5,4138.75,4134.75,4136
4135.75,4138.75,4135,4136.75
4136.75,4137,4133.5,4133.75
4133.75,4135.5,4130.25,4134
4134,4137.5,4133.5,4135.25
4135,4137.25,4132.25,4133
4132.75,4136.5,4132.75,4133.5
4133.5,4134,4132,4132.5
4132.75,4134,4127,4128.5
4128.5,4130.5,4126,4127
4126.75,4129.25,4124.25,4124.5
4124.5,4126,4120,4120.25
4120,4125,4120,4120.5
4120.25,4122.5,4118.5,4119.25
4119.25,4123.75,4117.5,4117.75
4117.75,4117.75,4114.75,4115.25
4115,4120,4115,4117.5
4117.5,4119.5,4115.25,4115.75
4115.75,4121.25,4115.5,4119.25
4119.25,4121.25,4118.25,4119.75
4120,4122.5,4119.5,4120
4120.25,4123.25,4119.75,4122.5
4122.25,4123.25,4118,4119.25
4119,4121,4118,4119.25
4119.25,4119.75,4113.25,4113.5
4113.25,4116.25,4112.5,4114.5
4114.5,4114.75,4111.75,4113
4112.75,4114.25,4110.5,4111.5
4111.75,4111.75,4107.25,4107.75
4107.75,4110.75,4106.5,4106.5
4106.5,4114.25,4106.5,4114
4114,4116.25,4113.5,4115.75
4115.75,4116.25,4113,4114.5
4114.25,4119.5,4113.75,4119.25
4119,4120.5,4118,4119.75
4119.75,4120.5,4115.5,4115.75
4116,4118,4115.25,4117.75
4118,4118.75,4116,4118
4117.75,4121.75,4117.25,4120.25
4120.25,4120.25,4116.5,4118.5
4118.5,4120,4115.5,4115.75
4115.75,4120.5,4114.5,4119.5
4119.5,4120.75,4116.5,4119
4118.75,4120,4116.25,4120
4120,4121.25,4118.25,4119.75
4119.5,4120,4116.5,4116.75
4116.75,4117.5,4115,4116.25
4116.25,4119.75,4115.75,4119.25
4119.25,4119.5,4113,4113.5
4113.25,4115.75,4112,4112.5
4112.5,4114.75,4111.25,4113.25
4113.25,4115.25,4112.75,4114.25
4114.25,4120.75,4114,4120.25
4120.25,4121,4117.5,4118
4117.75,4118.25,4115.75,4116.75
4116.5,4117.75,4115.25,4117.25
4117.25,4121.75,4117,4120.75
4120.75,4121.5,4118.75,4121.25
4121.25,4121.75,4117.25,4117.75
4117.75,4119.75,4117.25,4119.75
4119.75,4123.75,4119.75,4123.75
4123.5,4125,4122,4122.75
4122.5,4122.75,4120.25,4120.75
4121,4121,4116.25,4116.5
4116.5,4117.75,4115.25,4117.5
4117.5,4117.5,4114.75,4115.5
4115.25,4117.75,4115.25,4116.5
4116.75,4116.75,4113.5,4114
4114,4114.25,4111,4111.75
4111.75,4112.25,4107.75,4109.25
4109.25,4110,4106.75,4108.25
4108,4109.5,4106.5,4106.75
4106.75,4110.25,4106.75,4109.5
4109.5,4111,4106.25,4106.5
4106.5,4108.25,4105.25,4106.5
4106.5,4110,4106.25,4109.25
4109.25,4110,4108,4109.75
4109.5,4110.5,4107.5,4108.25
4108,4108.75,4107,4108.5
4108.75,4111.75,4108.5,4109.5
4109.75,4111.5,4108.5,4111
4111,4111.5,4109.5,4111
4111.25,4111.25,4106.75,4107.25
4107.25,4107.75,4104.25,4104.75
4104.75,4106.75,4104.25,4104.5
4104.5,4104.75,4102.25,4102.75
4103,4105.5,4103,4105.25
4105.5,4105.75,4102.75,4103.25
4103.25,4103.75,4101.25,4101.75
4101.5,4103.5,4101.25,4101.5
4101.75,4104,4101.5,4103
4103.25,4104.25,4101.75,4102.25
4102.25,4103.5,4101.5,4101.75
4102,4104,4100.5,4103.5
4103.75,4104.5,4102,4104
4104,4105.25,4103,4103.5
4103.5,4105.75,4103.25,4105.25
4105.5,4105.5,4102.75,4103
4103.25,4103.75,4100.75,4100.75
4100.75,4104,4100.5,4103.25
4103.25,4103.75,4101,4101.25
4101,4101.25,4099.25,4100.5
4100.25,4101.75,4099.5,4101.75
4101.75,4102.25,4100.75,4101.25
4101,4102,4099.25,4100
4099.75,4102.75,4099.25,4101.5
4101.25,4102.75,4101,4101.5
4101.75,4102.5,4100,4101.25
4101.25,4103.5,4101,4102.5
4102.5,4107.75,4102.5,4105.75
4105.75,4107.75,4105.5,4107.5
4107.25,4108.25,4104.25,4104.25
4104.25,4105,4103,4104
4104.25,4106.25,4103,4106.25
4106.25,4108.75,4106,4108.75
4108.75,4109.25,4107.75,4108.25
4108.25,4109.25,4107.5,4109
4108.75,4108.75,4106.5,4106.5
4106.25,4107.5,4106,4106.75
4106.75,4107.5,4104.5,4105.5
4105.5,4105.75,4103.75,4104.25
4104.5,4105.75,4103.25,4105
4105.25,4108,4105.25,4107.75
4107.75,4107.75,4105.5,4106.5
4106.5,4108.5,4106,4108.25
4108,4110.5,4107,4110
4110.25,4110.25,4108.25,4109.25
4109,4109,4105.75,4106.5
4106.5,4108.75,4106,4108.5
4108.5,4110.25,4108.5,4110.25
4110.25,4112,4110,4110.75
4110.5,4111.25,4107.75,4108.75
4109,4111.5,4108.5,4111
4111.25,4112,4110,4111.25
4111.25,4112.5,4110.25,4112
4112,4112.5,4110.75,4111.5
4111.25,4111.75,4110.25,4110.5
4110.5,4111.75,4110.25,4110.75
4110.75,4111.25,4109,4109
4109.25,4109.25,4107,4107.5
4107.25,4107.5,4105.25,4106.75
4107,4108.25,4105.75,4106.5
4106.5,4109.25,4106.5,4108.25
4108.25,4109.75,4105.5,4106.5
4106.5,4108.5,4105.25,4107
4107.25,4107.75,4104.5,4105.25
4105.25,4105.25,4103.25,4104.75
4104.5,4106.75,4104.25,4105.25
4105.5,4106.25,4104.5,4104.75
4104.75,4105.5,4104,4105.25
4105.25,4106.75,4104.75,4106.5
4106.75,4108.5,4106.75,4108.5
4108.25,4109.75,4108,4108.75
4108.75,4109,4107,4107.75
4108,4109.75,4107.5,4109.75
4109.5,4110.75,4108.75,4109
4109,4109.25,4106.5,4106.5
4106.5,4106.75,4103.25,4103.75
4103.75,4104.25,4102.5,4103.25
4103.25,4104.25,4101.75,4102.5
4102.25,4103.5,4102,4103.25
4103.25,4104.5,4102.75,4104
4104,4105.5,4103.75,4104.25
4104,4105,4103.5,4104
4103.75,4104.5,4101.5,4101.5
4101.5,4102.75,4101.25,4101.75
4101.75,4102.5,4100.5,4101
4101,4101.25,4097.25,4097.5
4097.25,4098,4096,4097.25
4097.25,4098,4096.5,4097.25
4097.25,4097.75,4095.75,4096.25
4096.25,4098.5,4096.25,4097.5
4097.5,4097.75,4096.5,4097.75
4098,4098.25,4097,4098
4097.75,4098.25,4096.25,4097.25
4097.5,4099.25,4097,4098
4098,4099.5,4097.75,4098
4098.25,4098.25,4096.75,4096.75
4096.75,4097.75,4096,4096.75
4096.5,4096.75,4094.75,4096.25
4096.25,4096.5,4094.5,4096
4095.75,4097.75,4095.75,4096.75
4096.75,4098,4095.25,4095.5
4095.25,4096.5,4095.25,4096.25
4096,4097.25,4095.75,4097
4097,4097.5,4096,4096.75
4096.5,4096.75,4095.5,4096.5
4096.5,4098.75,4096.25,4097.25
4097.25,4099,4096.25,4097.75
4097.75,4098,4095.5,4095.75
4095.5,4096.75,4094.75,4096.25
4096.25,4096.75,4095.25,4095.5
4095.5,4097.25,4095,4097
4097,4097.25,4095.25,4095.75
4095.75,4096.5,4095,4095.5
4095.5,4095.5,4093.25,4093.75
4093.5,4094.75,4093,4094
4094,4094,4092.75,4093.25
4093.25,4094.5,4092.25,4092.75
4092.75,4093.75,4091.25,4092
4091.75,4092.75,4091.5,4092.5
4092.25,4093.25,4091.25,4092.5
4092.75,4093,4090.75,4091
4091.25,4091.5,4090.25,4091.5
4091.5,4092,4086.5,4088
4087.75,4088,4086,4086
4086.25,4088,4086,4087.25
4087,4090,4087,4089.75
4090,4091.5,4089.25,4091
4091.25,4091.5,4089.25,4090.25
4090.25,4091.75,4089.25,4089.75
4089.75,4090.25,4088.5,4089
4089.25,4090.5,4087.5,4088.5
4088.5,4090,4088.25,4090
4090,4091.5,4089.75,4091
4091.25,4092.5,4090.75,4091.25
4091,4091.5,4089.75,4090.5
4090.5,4091,4088.75,4089.75
4089.75,4090,4089,4089.75
4089.5,4091.75,4089.5,4091.5
4091.25,4092.5,4089.75,4090.25
4090.25,4091.75,4090,4091
4091,4092.75,4090.5,4090.5
4090.5,4091.5,4089.25,4089.5
4089.25,4089.75,4087,4088
4088,4088.5,4087.25,4087.5
4087.5,4089.75,4087.5,4088
4088.5,4089.5,4087,4087.75
4087.75,4088.75,4087.25,4088
4087.75,4089.5,4087.75,4089
4088.75,4089.5,4087.5,4087.75
4087.75,4087.75,4086.25,4086.75
4086.75,4089.5,4086.75,4089
4088.75,4088.75,4084.25,4085
4084.75,4086.75,4084.75,4085.75
4085.75,4087.75,4085.75,4086.5
4086.25,4086.75,4084.75,4085
4085.25,4086,4082.5,4083.5
4083.5,4085.25,4083.25,4083.75
4083.75,4084.5,4083,4084.25
4084.25,4084.75,4083,4083.75
4083.5,4083.75,4082.25,4082.5
4082.5,4083.5,4081.75,4083
4082.75,4083,4080,4080
4080,4080.75,4080,4080.25
4080.25,4080.5,4079,4079.75
4079.75,4081.5,4079.5,4080.25
4080,4083.25,4079.75,4082.75
4082.75,4084.5,4081.5,4083.75
4083.75,4085.25,4083.25,4084.5
4084.25,4084.25,4081,4083
4083.25,4083.75,4081.25,4081.75
4081.5,4083.5,4081.25,4081.5
4081.75,4082.5,4080,4080
4080,4080.25,4076,4076.25
4076.25,4077.75,4076,4077.5
4077.5,4077.75,4075.5,4076.5
4076.25,4077.25,4075,4075
4075.25,4076.5,4075,4075.5
4075.5,4075.5,4073.75,4075
4074.75,4075.25,4073.5,4073.75
4073.5,4076.75,4073.5,4076
4076,4078.25,4075.75,4077.5
4077.5,4078.25,4076.25,4078.25
4078.5,4080,4078,4080
4079.75,4082.75,4079.75,4082.5
4082.5,4082.75,4080,4080.5
4080.25,4082.5,4080,4080
4080,4080,4075,4075
4075,4075.5,4072.75,4073.75
4073.5,4075.75,4073.25,4075.75
4075.75,4076,4074.25,4075.75
4075.75,4076,4073.5,4074.75
4074.75,4075.5,4074.25,4075.25
4075.25,4079.5,4075.25,4079
4078.75,4079.25,4077.25,4078
4078,4079,4076,4076.75
4076.75,4077.25,4074.75,4077
4077,4078,4074.75,4076
4076,4076,4074.25,4074.75
4074.75,4076.5,4074.25,4074.5
4074.75,4075,4072,4072.25
4072.25,4074,4071.75,4071.75
4072,4072,4069.75,4070.25
4070.25,4071.75,4069.75,4070
4070,4072.25,4068.5,4072
4072.25,4072.75,4071,4071.5
4071.5,4073,4070.5,4070.5
4070.5,4070.75,4067,4068.25
4068.25,4068.5,4066.5,4067
4067,4068.25,4065.5,4066.25
4066.25,4066.5,4064.5,4065.5
4065.5,4070.25,4065.5,4067.25
4067.25,4067.75,4063,4064.75
4064.75,4066,4063.75,4064.5
4064.5,4066.25,4063.5,4065.75
4065.5,4067.5,4064.75,4066.5
4066.5,4070.75,4064.5,4064.75
4065,4066.75,4062.25,4066
4065.75,4066.25,4064,4064.75
4065,4066.25,4062.25,4063
4063,4064.25,4059.25,4059.75
4059.75,4064.25,4059.25,4061.25
4061.25,4064.75,4061,4064.75
4064.75,4067.75,4062.75,4063
