4063,4065.25,4062.5,4062.75
4062.75,4062.75,4058.5,4059
4059,4059.5,4053.25,4056.75
4056.75,4059.5,4055.5,4058.75
4059,4059,4055.75,4055.75
4056,4056.25,4054.5,4054.75
4054.75,4055.25,4053.5,4055.25
4055.25,4055.5,4054.5,4054.75
4054.75,4055.5,4054,4055.5
4055.5,4056.25,4054.5,4054.75
4054.75,4056.25,4054.75,4056
4056,4056.5,4055.75,4056.25
4056.25,4056.75,4055.5,4056
4055.75,4056.75,4055.75,4056.75
4057,4057.5,4056.75,4057
4056.75,4057.25,4055.75,4056.75
4057,4058,4057,4057.75
4057.5,4058,4056,4056.25
4056.25,4056.5,4054.75,4055
4055.25,4055.5,4054,4054
4054,4054.25,4051.5,4052.25
4052.25,4052.5,4049.25,4051.75
4052,4053.5,4051.75,4053.5
4053.5,4053.5,4052.25,4053
4053,4054,4052.75,4053.75
4054,4054.25,4053.25,4054
4054.25,4054.5,4053.75,4054
4054,4054.75,4053.75,4054.5
4054.5,4054.5,4054,4054
4054,4054.25,4053.5,4054
4054.25,4054.5,4053.5,4053.5
4053.75,4055.25,4053.75,4055
